image_number,x,y,z,roll,pith,yaw,j1,j2,j3,j4,j5,j6,j7
1,-0.648697,-0.082158,0.150742,0.890286,4.557404,138.307301,-0.194624,0.722924,-0.144937,-1.405834,0.02247,1.045659,-1.044785
2,-0.64869,-0.081761,0.149587,0.793792,4.57046,138.300534,-0.194624,0.724698,-0.144494,-1.405858,0.023141,1.045431,-1.044773
3,-0.64871,-0.081585,0.149284,0.768075,4.575316,138.284937,-0.194624,0.725141,-0.144182,-1.405834,0.023141,1.045419,-1.044773
4,-0.648729,-0.08143,0.149071,0.746851,4.576936,138.27181,-0.194648,0.725441,-0.143883,-1.405822,0.023141,1.045443,-1.044773
5,-0.648773,-0.081237,0.148924,0.731267,4.572267,138.256315,-0.194648,0.725621,-0.143535,-1.405834,0.023141,1.045419,-1.044761
6,-0.648827,-0.081031,0.148827,0.717457,4.565435,138.239171,-0.194636,0.725729,-0.143176,-1.405834,0.023141,1.045431,-1.044761
7,-0.648938,-0.080704,0.148769,0.702799,4.548455,138.211468,-0.194624,0.725753,-0.142589,-1.405834,0.023141,1.045431,-1.044773
8,-0.649091,-0.080435,0.14881,0.699328,4.52794,138.189037,-0.194612,0.725693,-0.142085,-1.405726,0.023141,1.045431,-1.044761
9,-0.649186,-0.08038,0.148939,0.70852,4.515027,138.184388,-0.194624,0.725537,-0.141941,-1.405618,0.023141,1.045431,-1.044749
10,-0.64926,-0.080415,0.14913,0.725463,4.504227,138.187675,-0.194624,0.725309,-0.141977,-1.40551,0.023153,1.045419,-1.044737
11,-0.649323,-0.080471,0.149383,0.746251,4.49226,138.190429,-0.194648,0.724962,-0.142013,-1.405438,0.023129,1.045419,-1.044749
12,-0.649367,-0.08051,0.149713,0.770239,4.476883,138.196496,-0.194636,0.724458,-0.142085,-1.40545,0.023141,1.045419,-1.044725
13,-0.649421,-0.080558,0.150131,0.80034,4.45759,138.200497,-0.194636,0.723811,-0.142145,-1.405474,0.023129,1.045419,-1.044737
14,-0.649449,-0.080696,0.15051,0.831264,4.444716,138.214152,-0.194648,0.72326,-0.142361,-1.405462,0.023129,1.045419,-1.044713
15,-0.649449,-0.080894,0.150913,0.865459,4.435475,138.229552,-0.194648,0.722673,-0.142696,-1.405474,0.023117,1.045419,-1.044737
16,-0.649411,-0.081121,0.15122,0.893402,4.43382,138.249031,-0.19466,0.722229,-0.14308,-1.405498,0.023093,1.045431,-1.044725
17,-0.649318,-0.08148,0.151481,0.927152,4.4464,138.271891,-0.19466,0.72187,-0.143667,-1.40551,0.022926,1.045419,-1.044725
18,-0.649119,-0.081998,0.151639,0.966134,4.485853,138.290439,-0.19466,0.72163,-0.144422,-1.405546,0.022374,1.045419,-1.044737
19,-0.64878,-0.08269,0.151672,0.989662,4.534462,138.343327,-0.194672,0.721606,-0.145668,-1.405726,0.022231,1.045431,-1.044737
20,-0.648259,-0.083445,0.151591,0.999882,4.597318,138.407291,-0.194672,0.721618,-0.147131,-1.406217,0.022147,1.045443,-1.044737
21,-0.647568,-0.084309,0.151422,1.000567,4.672384,138.48654,-0.194708,0.721642,-0.148832,-1.406996,0.022135,1.045431,-1.044737
22,-0.646749,-0.085108,0.15116,0.986837,4.755244,138.563259,-0.194696,0.721654,-0.150534,-1.408063,0.022135,1.045431,-1.044749
23,-0.645865,-0.085912,0.150863,0.971736,4.845725,138.636755,-0.194684,0.721642,-0.152224,-1.409249,0.022003,1.045419,-1.044749
24,-0.644828,-0.086728,0.150455,0.940475,4.945124,138.719382,-0.194708,0.721654,-0.153986,-1.410735,0.021943,1.045419,-1.044725
25,-0.643879,-0.087369,0.150046,0.904041,5.032826,138.786719,-0.194696,0.721678,-0.155472,-1.412161,0.021931,1.045419,-1.044737
26,-0.643016,-0.088002,0.149709,0.875066,5.113276,138.852603,-0.194696,0.721678,-0.156898,-1.41342,0.021919,1.045431,-1.044737
27,-0.642331,-0.088501,0.149421,0.852119,5.179014,138.90187,-0.194708,0.721702,-0.157988,-1.414414,0.021847,1.045431,-1.044737
28,-0.641714,-0.088936,0.149159,0.835066,5.242784,138.93598,-0.194708,0.721702,-0.158887,-1.415301,0.021595,1.045431,-1.044749
29,-0.641083,-0.089198,0.148818,0.801892,5.299838,138.962318,-0.194708,0.721714,-0.159534,-1.416356,0.02144,1.045419,-1.044749
30,-0.640433,-0.089394,0.148429,0.760571,5.358133,138.981662,-0.19472,0.72175,-0.16005,-1.41747,0.021248,1.045443,-1.044761
31,-0.639701,-0.089609,0.14796,0.722094,5.434751,138.986971,-0.19472,0.721798,-0.160493,-1.418693,0.020649,1.045443,-1.044749
32,-0.638883,-0.089871,0.147367,0.683143,5.532999,138.980002,-0.194708,0.721966,-0.160924,-1.419975,0.019678,1.045443,-1.044737
33,-0.637966,-0.090244,0.14674,0.656344,5.65789,138.95253,-0.194732,0.722073,-0.161296,-1.421329,0.018048,1.045443,-1.044749
34,-0.637016,-0.090549,0.146023,0.628107,5.795053,138.904798,-0.19472,0.722229,-0.161476,-1.422743,0.016071,1.045431,-1.044749
35,-0.63606,-0.090742,0.145304,0.574616,5.906606,138.885515,-0.194708,0.722409,-0.161775,-1.424313,0.014908,1.045443,-1.044749
36,-0.635051,-0.090793,0.144561,0.490563,5.991495,138.894912,-0.194696,0.722565,-0.162183,-1.426195,0.014621,1.045443,-1.044773
37,-0.633867,-0.090933,0.143683,0.387911,6.086716,138.930114,-0.194696,0.722864,-0.162914,-1.42834,0.014621,1.045455,-1.044749
38,-0.632647,-0.091161,0.142827,0.289613,6.185276,138.972073,-0.194708,0.72314,-0.163801,-1.430509,0.014633,1.045443,-1.044749
39,-0.630406,-0.091582,0.14141,0.117081,6.360198,139.049177,-0.194744,0.723392,-0.165418,-1.434536,0.014633,1.045455,-1.044761
40,-0.629761,-0.091748,0.14104,0.073904,6.410946,139.076029,-0.194744,0.723428,-0.16597,-1.435674,0.014621,1.045431,-1.044737
41,-0.628484,-0.092019,0.140335,-0.016206,6.507569,139.122596,-0.194744,0.723428,-0.166976,-1.437975,0.014633,1.045431,-1.044761
42,-0.626975,-0.092452,0.139549,-0.113011,6.626505,139.187449,-0.194732,0.72344,-0.168367,-1.440588,0.014621,1.045443,-1.044749
43,-0.624768,-0.093301,0.138522,-0.237178,6.802656,139.298847,-0.194756,0.723392,-0.170739,-1.444279,0.014633,1.045443,-1.044773
44,-0.624171,-0.093609,0.138272,-0.263363,6.852868,139.335467,-0.194756,0.72338,-0.171518,-1.445226,0.014621,1.045419,-1.044761
45,-0.623279,-0.094139,0.137932,-0.298708,6.930891,139.394672,-0.194744,0.72338,-0.172825,-1.446556,0.014621,1.045431,-1.044773
46,-0.621829,-0.095251,0.137467,-0.337771,7.063042,139.511423,-0.19478,0.72338,-0.175317,-1.448558,0.014621,1.045419,-1.044785
47,-0.621505,-0.095563,0.137392,-0.341369,7.095494,139.542286,-0.194756,0.723392,-0.176024,-1.448941,0.014633,1.045431,-1.044797
48,-0.621108,-0.096121,0.137372,-0.331115,7.139968,139.59438,-0.194744,0.723392,-0.177163,-1.449289,0.014621,1.045431,-1.044785
49,-0.620742,-0.096832,0.137422,-0.3082,7.186194,139.656442,-0.194756,0.723404,-0.178529,-1.449468,0.014621,1.045431,-1.044809
50,-0.620411,-0.097647,0.137541,-0.272511,7.233424,139.724845,-0.194756,0.723404,-0.180063,-1.449504,0.014597,1.045419,-1.044833
51,-0.620068,-0.09849,0.137658,-0.234445,7.28717,139.787615,-0.194756,0.723416,-0.181597,-1.449504,0.014429,1.045443,-1.044881
52,-0.619597,-0.099384,0.137702,-0.197814,7.357957,139.838151,-0.194792,0.723392,-0.183107,-1.44972,0.013937,1.045431,-1.045001
53,-0.618893,-0.100541,0.137593,-0.139678,7.497127,139.818846,-0.194792,0.723416,-0.184629,-1.450032,0.01196,1.045419,-1.045552
54,-0.618013,-0.101931,0.137336,-0.063494,7.705294,139.672506,-0.194852,0.723428,-0.18584,-1.450403,0.008197,1.045419,-1.047218
55,-0.617038,-0.103322,0.137026,0.035729,7.934114,139.592175,-0.194876,0.723428,-0.186966,-1.450835,0.003871,1.045324,-1.047362
56,-0.61622,-0.104476,0.136583,0.150061,8.133332,139.497708,-0.194888,0.723416,-0.187601,-1.451494,-0.000456,1.044485,-1.04735
57,-0.615758,-0.105444,0.135908,0.319082,8.272023,139.380015,-0.194912,0.72344,-0.187709,-1.452488,-0.004674,1.04186,-1.047374
58,-0.615608,-0.106143,0.13517,0.506143,8.334034,139.285212,-0.194864,0.723464,-0.187673,-1.453723,-0.007802,1.038109,-1.04735
59,-0.615881,-0.106647,0.134317,0.704727,8.300014,139.237463,-0.194876,0.723751,-0.187637,-1.454993,-0.009264,1.033148,-1.047362
60,-0.616371,-0.10692,0.133434,0.907017,8.187374,139.231167,-0.194876,0.723979,-0.187625,-1.456635,-0.009324,1.027227,-1.047362
61,-0.61686,-0.107213,0.132469,1.131536,8.05928,139.227185,-0.194876,0.724111,-0.187637,-1.45866,-0.009336,1.020552,-1.047362
62,-0.617289,-0.10744,0.131415,1.355847,7.927406,139.218513,-0.19484,0.724207,-0.187601,-1.460997,-0.009324,1.013565,-1.047374
63,-0.61751,-0.107603,0.130459,1.538931,7.817679,139.212241,-0.19484,0.724159,-0.187541,-1.463394,-0.009324,1.007477,-1.047374
64,-0.617685,-0.107646,0.129112,1.750127,7.68336,139.193487,-0.194792,0.724147,-0.18729,-1.466714,-0.009324,0.999771,-1.047362
65,-0.617684,-0.107597,0.12868,1.801524,7.645695,139.183716,-0.194792,0.724123,-0.187122,-1.467816,-0.009324,0.997566,-1.047374
66,-0.617572,-0.107383,0.127954,1.856902,7.596508,139.161361,-0.194732,0.724087,-0.18675,-1.469686,-0.009324,0.994427,-1.047374
67,-0.617466,-0.107119,0.127215,1.909555,7.54921,139.134826,-0.194588,0.724099,-0.186391,-1.471519,-0.009312,0.991335,-1.047374
68,-0.617222,-0.10683,0.12653,1.937238,7.525581,139.108111,-0.194312,0.724123,-0.186211,-1.473269,-0.009324,0.988914,-1.047386
69,-0.616788,-0.106422,0.126151,1.889176,7.546873,139.082035,-0.193965,0.724087,-0.186079,-1.474407,-0.009324,0.98871,-1.047398
70,-0.616563,-0.10607,0.125992,1.863685,7.561421,139.057133,-0.193497,0.724027,-0.186091,-1.474995,-0.009324,0.988698,-1.047386
71,-0.616569,-0.105724,0.126,1.860681,7.562272,139.024724,-0.192958,0.723943,-0.186091,-1.475127,-0.009324,0.988698,-1.047422
72,-0.616659,-0.105383,0.126063,1.864894,7.557412,138.993583,-0.192419,0.723859,-0.186067,-1.475091,-0.009312,0.98871,-1.047422
73,-0.616708,-0.105065,0.12607,1.864492,7.555746,138.964684,-0.19194,0.723823,-0.186031,-1.475127,-0.009312,0.988698,-1.047422
74,-0.616764,-0.104794,0.126053,1.862802,7.553825,138.939089,-0.191568,0.723835,-0.185947,-1.475127,-0.009324,0.988686,-1.047422
75,-0.616821,-0.104566,0.126022,1.856673,7.548111,138.919488,-0.191388,0.723847,-0.185732,-1.475139,-0.009324,0.988686,-1.04741
76,-0.616795,-0.104318,0.125889,1.834932,7.54483,138.899459,-0.191352,0.723895,-0.18536,-1.475342,-0.009324,0.988698,-1.047422
77,-0.616664,-0.104067,0.125681,1.801997,7.546927,138.88255,-0.191376,0.723943,-0.184965,-1.475762,-0.009324,0.98871,-1.047422
78,-0.616527,-0.103836,0.125469,1.770487,7.551419,138.863954,-0.191364,0.724015,-0.184641,-1.476169,-0.009324,0.98871,-1.047469
79,-0.616405,-0.103567,0.125273,1.738421,7.552505,138.838869,-0.191352,0.724039,-0.184246,-1.476601,-0.009324,0.988698,-1.047577
80,-0.616196,-0.103361,0.125016,1.698054,7.56271,138.80396,-0.191364,0.724111,-0.183958,-1.477152,-0.009324,0.988698,-1.047961
81,-0.615972,-0.103206,0.124751,1.629609,7.581068,138.595395,-0.191352,0.724087,-0.183682,-1.477919,-0.009336,0.988686,-1.05134
82,-0.615824,-0.103166,0.124464,1.523604,7.60798,138.147133,-0.191352,0.724099,-0.183431,-1.47871,-0.009312,0.988722,-1.058914
83,-0.615735,-0.103244,0.124202,1.410338,7.637506,137.590043,-0.191364,0.724099,-0.183263,-1.479465,-0.009324,0.988698,-1.06843
84,-0.615773,-0.103365,0.123998,1.295071,7.662301,136.958313,-0.191364,0.724111,-0.183095,-1.480028,-0.009324,0.988686,-1.079228
85,-0.615949,-0.103618,0.123881,1.202546,7.683551,136.360111,-0.191376,0.724231,-0.183095,-1.480172,-0.009336,0.988686,-1.08957
86,-0.616195,-0.103866,0.123854,1.125862,7.695872,135.805908,-0.191388,0.72429,-0.183095,-1.48016,-0.009324,0.988686,-1.099169
87,-0.616398,-0.104084,0.123831,1.058587,7.705769,135.330943,-0.191424,0.724326,-0.183083,-1.480172,-0.009312,0.988698,-1.107415
88,-0.616585,-0.104232,0.123857,1.012425,7.710654,134.963229,-0.1914,0.724302,-0.183083,-1.480148,-0.009312,0.988686,-1.113754
89,-0.616705,-0.10429,0.123864,0.979355,7.710292,134.731808,-0.191388,0.72429,-0.183047,-1.48016,-0.00924,0.988686,-1.117757
90,-0.616841,-0.104167,0.123852,0.954167,7.694557,134.607966,-0.1914,0.72429,-0.182784,-1.48016,-0.009024,0.988686,-1.119818
91,-0.61702,-0.103816,0.123819,0.935199,7.6688,134.538065,-0.1914,0.724255,-0.182124,-1.48016,-0.008928,0.988674,-1.120561
92,-0.617329,-0.103162,0.123729,0.918153,7.618787,134.490808,-0.191376,0.724231,-0.180974,-1.480172,-0.008737,0.988482,-1.120549
93,-0.617931,-0.102359,0.123566,0.937924,7.534505,134.420758,-0.191376,0.724231,-0.179368,-1.48016,-0.008593,0.987404,-1.120561
94,-0.618971,-0.101524,0.123278,1.041185,7.403288,134.332197,-0.191364,0.724302,-0.177427,-1.480148,-0.008581,0.984552,-1.120525
95,-0.620022,-0.100524,0.122919,1.129009,7.267966,134.227729,-0.191376,0.724422,-0.175174,-1.480184,-0.008593,0.981783,-1.120525
96,-0.620995,-0.099523,0.122437,1.198288,7.146388,134.124102,-0.191352,0.724782,-0.173004,-1.480184,-0.008593,0.979219,-1.120525
97,-0.621634,-0.098557,0.121818,1.203213,7.067182,134.029766,-0.191352,0.725417,-0.171039,-1.480208,-0.008605,0.977709,-1.120525
98,-0.621883,-0.097585,0.121037,1.125233,7.038751,133.945168,-0.191352,0.726412,-0.169277,-1.480196,-0.008605,0.977589,-1.120501
99,-0.622004,-0.096786,0.120177,1.038659,7.030184,133.872668,-0.191352,0.727586,-0.167863,-1.480184,-0.008605,0.977601,-1.120525
100,-0.622092,-0.096127,0.119441,0.965695,7.024263,133.814706,-0.191352,0.728593,-0.166701,-1.480184,-0.008605,0.977601,-1.120513
101,-0.62214,-0.095521,0.11869,0.891359,7.023699,133.761471,-0.191352,0.729635,-0.165646,-1.480196,-0.008605,0.977625,-1.120501
102,-0.622169,-0.095172,0.118212,0.847201,7.023882,133.731353,-0.191364,0.730307,-0.165023,-1.480196,-0.008605,0.977601,-1.120477
103,-0.622184,-0.094934,0.117944,0.81945,7.022271,133.713249,-0.191364,0.730666,-0.164616,-1.48022,-0.008593,0.977613,-1.120441
104,-0.622199,-0.094869,0.117885,0.814035,7.021615,133.707501,-0.191352,0.73075,-0.164508,-1.480208,-0.008605,0.977613,-1.120429
105,-0.622184,-0.094917,0.117909,0.815899,7.023808,133.71027,-0.191388,0.730714,-0.164544,-1.480208,-0.008641,0.977637,-1.120429
106,-0.622171,-0.094994,0.117925,0.820857,7.026776,133.716432,-0.191424,0.730702,-0.164627,-1.480196,-0.008677,0.977613,-1.120405
107,-0.622115,-0.095107,0.117944,0.822922,7.033113,133.730607,-0.191484,0.730678,-0.164771,-1.48022,-0.008701,0.977649,-1.120322
108,-0.622056,-0.09523,0.117943,0.823049,7.043067,133.739536,-0.191544,0.730702,-0.164915,-1.480208,-0.008773,0.977721,-1.120298
109,-0.621891,-0.095519,0.118004,0.823941,7.063633,133.769018,-0.191592,0.730666,-0.16543,-1.480244,-0.008761,0.977912,-1.12025
110,-0.621725,-0.095861,0.118103,0.830763,7.086312,133.800921,-0.191628,0.730594,-0.166042,-1.480256,-0.008773,0.978092,-1.120214
111,-0.621538,-0.096178,0.118271,0.834549,7.102763,133.839979,-0.191784,0.730342,-0.166497,-1.480364,-0.008785,0.978356,-1.12007
112,-0.62143,-0.096454,0.118526,0.849519,7.10316,133.87817,-0.192035,0.729899,-0.166749,-1.480507,-0.008785,0.978464,-1.119902
113,-0.621307,-0.09679,0.118705,0.864397,7.113135,133.909322,-0.192191,0.729635,-0.167204,-1.480591,-0.008785,0.978523,-1.119902
114,-0.621095,-0.097246,0.118832,0.87952,7.14373,133.948852,-0.192155,0.729552,-0.168103,-1.480615,-0.008797,0.978655,-1.11989
115,-0.620806,-0.097622,0.118922,0.863033,7.182554,133.987291,-0.192191,0.729552,-0.168846,-1.480591,-0.008785,0.979302,-1.119854
116,-0.620409,-0.09788,0.119018,0.815524,7.23109,134.014717,-0.192227,0.729516,-0.169445,-1.480615,-0.008797,0.980477,-1.11989
117,-0.620325,-0.098117,0.119204,0.825837,7.239925,134.03807,-0.192287,0.729288,-0.169829,-1.480603,-0.008785,0.980657,-1.119878
118,-0.620358,-0.098124,0.119382,0.839936,7.232516,134.039852,-0.192263,0.729,-0.169853,-1.480615,-0.008797,0.980657,-1.119866
119,-0.62039,-0.098129,0.119484,0.850109,7.227079,134.044803,-0.192251,0.728844,-0.169865,-1.480603,-0.008797,0.980633,-1.119794
120,-0.620359,-0.098128,0.119457,0.848729,7.229118,134.061278,-0.192251,0.72888,-0.169889,-1.480627,-0.008785,0.980645,-1.119531
121,-0.620319,-0.098095,0.119402,0.854397,7.229863,134.141957,-0.192275,0.728976,-0.169865,-1.480603,-0.008785,0.980657,-1.118128
122,-0.620216,-0.097984,0.119247,0.860854,7.234885,134.282383,-0.192227,0.729204,-0.169841,-1.480627,-0.008797,0.980645,-1.1156
123,-0.620088,-0.097786,0.119092,0.879647,7.233574,134.533167,-0.192191,0.729432,-0.169745,-1.480639,-0.008761,0.980633,-1.111142
124,-0.619977,-0.097528,0.118885,0.895112,7.228795,134.790185,-0.192191,0.729719,-0.169505,-1.480651,-0.008725,0.980597,-1.106492
125,-0.619853,-0.097186,0.118592,0.915368,7.222893,135.120029,-0.192179,0.730151,-0.169182,-1.480627,-0.008689,0.980525,-1.100488
126,-0.619769,-0.096866,0.118345,0.938309,7.208434,135.430265,-0.192191,0.730498,-0.168882,-1.480639,-0.008533,0.980345,-1.094939
127,-0.619748,-0.096384,0.118046,0.965976,7.1751,135.811222,-0.192143,0.730954,-0.168498,-1.480627,-0.008054,0.980009,-1.088204
128,-0.61969,-0.095853,0.117718,0.979484,7.141026,136.215207,-0.192011,0.731517,-0.168259,-1.480603,-0.007275,0.979842,-1.081253
129,-0.619706,-0.095224,0.117358,0.990197,7.097426,136.585539,-0.191952,0.732056,-0.167707,-1.480615,-0.006568,0.979542,-1.074674
130,-0.619913,-0.09448,0.116911,1.029097,7.046033,136.886867,-0.191928,0.732572,-0.166569,-1.480615,-0.00652,0.978631,-1.068502
131,-0.620153,-0.093661,0.116423,1.05026,6.995141,137.121015,-0.191928,0.733123,-0.165215,-1.480615,-0.006532,0.977816,-1.063313
132,-0.620307,-0.092688,0.115921,1.021248,6.957889,137.282909,-0.191928,0.733698,-0.163633,-1.480615,-0.00652,0.977709,-1.059214
133,-0.620441,-0.091705,0.115332,0.972098,6.929356,137.387005,-0.191916,0.734417,-0.162027,-1.480615,-0.006508,0.977721,-1.056074
134,-0.620641,-0.090784,0.114691,0.902799,6.904912,137.331217,-0.191904,0.735208,-0.160397,-1.480627,-0.00652,0.977673,-1.055667
135,-0.620945,-0.089794,0.113939,0.833809,6.868734,137.244281,-0.19194,0.736143,-0.15854,-1.480627,-0.006508,0.977325,-1.055667
136,-0.621378,-0.088924,0.11312,0.802999,6.820237,137.161345,-0.191928,0.737185,-0.15685,-1.480603,-0.00652,0.976222,-1.055655
137,-0.622215,-0.088303,0.112129,0.874152,6.724113,137.084607,-0.191892,0.738432,-0.155376,-1.480591,-0.00652,0.972963,-1.055655
138,-0.623388,-0.088039,0.111019,1.043835,6.588491,137.025061,-0.191916,0.739822,-0.154237,-1.480591,-0.006532,0.967738,-1.055643
139,-0.624704,-0.088057,0.109889,1.270572,6.438655,136.980843,-0.191916,0.741272,-0.153518,-1.480579,-0.006532,0.961506,-1.055655
140,-0.626104,-0.088147,0.108789,1.523916,6.277462,136.941307,-0.191892,0.742674,-0.152907,-1.480579,-0.00652,0.954819,-1.055643
141,-0.627262,-0.088253,0.107902,1.730158,6.146524,136.910108,-0.191916,0.743849,-0.152416,-1.480507,-0.006508,0.949414,-1.055655
142,-0.628151,-0.088249,0.107268,1.879052,6.045132,136.881024,-0.191928,0.744688,-0.151912,-1.480424,-0.006496,0.945483,-1.055655
143,-0.628679,-0.088093,0.107036,1.952768,5.981359,136.853635,-0.19194,0.744951,-0.151361,-1.480352,-0.006508,0.943577,-1.055655
144,-0.628916,-0.087958,0.10706,1.97796,5.952362,136.837528,-0.191928,0.744903,-0.151037,-1.480256,-0.006508,0.943062,-1.055667
145,-0.628985,-0.087938,0.107188,1.98914,5.944436,136.835467,-0.191892,0.744736,-0.151013,-1.480184,-0.00652,0.943062,-1.055655
146,-0.629041,-0.087985,0.107335,2.002553,5.935838,136.83991,-0.191928,0.744532,-0.151037,-1.480136,-0.006508,0.943038,-1.055655
147,-0.629028,-0.087981,0.107377,2.002887,5.935046,136.840375,-0.191928,0.744448,-0.151037,-1.480172,-0.006508,0.943074,-1.055655
148,-0.629061,-0.087971,0.107427,2.0069,5.931177,136.839118,-0.191916,0.744388,-0.151025,-1.480136,-0.006496,0.943074,-1.055667
149,-0.629049,-0.087979,0.107418,2.006605,5.931984,136.840111,-0.191928,0.744388,-0.151025,-1.48016,-0.006508,0.943062,-1.055655
150,-0.629067,-0.087983,0.107435,2.007805,5.931317,136.840102,-0.191928,0.744388,-0.151025,-1.480112,-0.006508,0.943086,-1.055655
151,-0.629079,-0.087979,0.107448,2.009843,5.929459,136.83966,-0.191928,0.744364,-0.151013,-1.480112,-0.006508,0.943062,-1.055655
152,-0.6291,-0.088005,0.107527,2.015955,5.926285,136.841239,-0.19194,0.744256,-0.151037,-1.480088,-0.006508,0.943074,-1.055667
153,-0.62915,-0.088,0.107612,2.023494,5.921367,136.84098,-0.191916,0.74416,-0.151037,-1.480016,-0.006508,0.943086,-1.055655
154,-0.629213,-0.088012,0.10774,2.033457,5.913991,136.841394,-0.191916,0.744005,-0.151037,-1.479932,-0.006496,0.94311,-1.055667
155,-0.629239,-0.088026,0.107874,2.041416,5.908669,136.842713,-0.191928,0.743801,-0.151037,-1.47992,-0.006508,0.943158,-1.055667
156,-0.629228,-0.088041,0.107986,2.045606,5.907158,136.845816,-0.191916,0.743621,-0.151085,-1.479944,-0.006508,0.943242,-1.055655
157,-0.629268,-0.088056,0.108139,2.055573,5.899885,136.846925,-0.191928,0.743393,-0.151085,-1.47992,-0.006508,0.943278,-1.055667
158,-0.629321,-0.088025,0.108228,2.059899,5.889756,136.850997,-0.191904,0.743285,-0.151085,-1.479884,-0.006376,0.943278,-1.055655
159,-0.629452,-0.087887,0.108341,2.049643,5.8522,136.877492,-0.191916,0.743202,-0.151073,-1.479848,-0.005573,0.943278,-1.055655
160,-0.629621,-0.087622,0.108432,2.021934,5.793403,136.922623,-0.191904,0.74319,-0.151073,-1.47986,-0.004159,0.943278,-1.055655
